Country,Total_cases,New_cases,Total_deaths,New_deaths,Total_recov,Active_cases,Serious_critical,Total_cases_1mio,Deaths_1miopop,Total_tests,Tests_1miopop
"Channel Islands",548,1,"43 ",1,456,49,,"3,152",247,"5,342","30,725"
"Equatorial Guinea",522,83,"6 ",2,13,503,,372,4,854,609
Tanzania,509,,"21 ",,183,305,7,9,0.4,,
Malta,508,2,"6 ",1,436,66,1,"1,151",14,"45,799","103,725"
Jamaica,507,2,"9 ",,100,398,,171,3,"7,465","2,521"
Zambia,446,5,"7 ",,124,315,1,24,0.4,"13,872",755
Venezuela,440,17,"10 ",,220,210,2,15,0.4,"525,902","18,494"
Taiwan,440,,"7 ",,375,58,,18,0.3,"68,107","2,860"
Réunion,439,2," ",,354,85,4,490,,"17,200","19,211"
"Sierra Leone",387,49,"26  ",7,97,264,,49,3,,
Palestine,375,,"2 ",,310,63,,74,0.4,"43,566","8,540"
Chad,372,15,"42 ",2,78,252,,23,3,,
Congo,333,,"11 ",,53,269,,60,2,,
"Isle of Man",332,1,"23 ",,272,37,20,"3,904",270,"3,912","46,006"
Mauritius,332,,"10 ",,322,0,,261,8,"69,773","54,863"
Benin,327,,"2 ",,83,242,,27,0.2,"25,471","2,101"
Montenegro,324,,"9 ",,307,8,2,516,14,"10,167","16,188"
"Cabo Verde",289,22,"2 ",,61,226,,520,4,791,"1,423"
Vietnam,288,," ",,252,36,2,3,,"275,000","2,825"
Rwanda,287,1," ",,164,123,,22,,"44,245","3,416"
Ethiopia,263,2,"5 ",,108,150,,2,0.04,"41,689",363
Nepal,243,26," ",,35,208,,8,,"81,659","2,803"
"Sao Tome and Principe",220,12,"6 ",1,4,210,,"1,004",27,175,799
Haiti,219,10,"18 ",2,17,184,,19,2,"1,296",114
Togo,219,20,"11 ",,96,112,,26,1,"11,374","1,374"
Liberia,213,2,"20 ",,101,92,,42,4,,
Madagascar,212,26," ",,107,105,1,8,,"5,670",205
"South Sudan",203,9," ",,2,201,,18,,"1,247",111
Martinique,189,2,"14 ",,91,84,2,504,37,,
Eswatini,187,3,"2 ",,48,137,,161,2,"2,262","1,950"
"Faeroe Islands",187,," ",,187,0,,"3,827",,"8,638","176,780"
Myanmar,181,1,"6 ",,79,96,,3,0.1,"12,061",222
Guadeloupe,155,,"13 ",,109,33,4,387,32,,
"French Guiana",153,9,"1 ",,124,28,,512,3,,
Gibraltar,147,," ",,144,3,,"4,363",,"4,352","129,174"
CAR,143,," ",,10,133,,30,,"3,498",724
"Brunei ",141,,"1 ",,134,6,2,322,2,"16,350","37,373"
Uganda,139,13," ",,55,84,,3,,"63,171","1,381"
Cambodia,122,," ",,121,1,1,7,,"14,156",847
Bermuda,121,,"8 ",,66,47,2,"1,943",128,"4,642","74,537"
"Trinidad and Tobago",116,,"8 ",,107,1,,83,6,"2,428","1,735"
Guyana,113,,"10 ",,41,62,3,144,13,"1,020","1,297"
Mozambique,104,," ",,34,70,,3,,"4,365",140
Aruba,101,,"3 ",,91,7,4,946,28,"1,913","17,918"
Monaco,96,,"4 ",,87,5,1,"2,446",102,,
Bahamas,94,1,"11 ",,41,42,1,239,28,"1,670","4,247"
"Cayman Islands",86,1,"1 ",,54,31,3,"1,309",15,"4,893","74,450"
Barbados,85,,"7 ",,65,13,4,296,24,"3,323","11,563"
Liechtenstein,82,,"1 ",,55,26,,"2,151",26,900,"23,605"
"Sint Maarten",76,,"15 ",,46,15,7,"1,773",350,329,"7,673"
Yemen,70,5,"12 ",2,1,57,,2,0.4,120,4
Libya,64,,"3 ",,28,33,,9,0.4,"3,253",473
Malawi,63,6,"3 ",,24,36,1,3,0.2,"1,363",71
"French Polynesia",60,," ",,58,2,1,214,,"3,042","10,829"
Syria,48,1,"3 ",,29,16,,3,0.2,,
Angola,45,,"2 ",,14,29,,1,0.06,"3,000",91
Macao,45,," ",,43,2,1,69,,,
Mongolia,42,," ",,15,27,2,13,,"9,787","2,985"
"Saint Martin",39,,"3 ",,30,6,1,"1,009",78,,
Eritrea,39,," ",,38,1,,11,,,
Zimbabwe,37,1,"4 ",,12,21,,2,0.3,"20,537","1,382"
Nicaragua,25,,"8 ",,7,10,,4,1,,
"Antigua and Barbuda",25,,"3 ",,19,3,1,255,31,183,"1,869"
Botswana,24,,"1 ",,17,6,,10,0.4,"11,495","4,888"
Timor-Leste,24,," ",,21,3,,18,,738,560
Gambia,23,1,"1 ",,10,12,,10,0.4,"1,317",545
Grenada,21,," ",,13,8,4,187,,"1,406","12,495"
Laos,19,," ",,14,5,,3,,"3,975",546
Belize,18,,"2 ",,16,0,,45,5,"1,043","2,623"
Fiji,18,," ",,14,4,,20,,"1,300","1,450"
"New Caledonia",18,," ",,18,0,,63,,"5,454","19,103"
"Saint Lucia",18,," ",,18,0,,98,,727,"3,959"
"St. Vincent Grenadines",17,," ",,12,5,,153,,155,"1,397"
Curaçao,16,,"1 ",,14,1,,98,6,389,"2,371"
Dominica,16,," ",,15,1,,222,,420,"5,834"
Namibia,16,," ",,11,5,,6,,"1,543",607
Mauritania,15,6,"2 ",1,6,7,,3,0.4,"2,015",433
Burundi,15,,"1 ",,7,7,,1,0.08,284,24
"Saint Kitts and Nevis",15,," ",,14,1,,282,,327,"6,147"
"Falkland Islands",13,," ",,13,0,,"3,736",,402,"115,517"
"Turks and Caicos",12,,"1 ",,10,1,,310,26,109,"2,815"
"Vatican City",12,," ",,2,10,,"14,981",,,
Comoros,11,,"1 ",,,10,,13,1,,
Montserrat,11,,"1 ",,8,2,1,"2,204",200,36,"7,212"
Bhutan,11,," ",,5,6,,14,,"12,255","15,882"
Greenland,11,," ",,11,0,,194,,"1,505","26,510"
Seychelles,11,," ",,10,1,,112,,,
Suriname,10,,"1 ",,9,0,,17,2,404,689
"MS Zaandam",9,,"2 ",,,7,,,,,
"Papua New Guinea",8,," ",,8,0,,0.9,,"2,402",268
"British Virgin Islands",7,,"1 ",,4,2,,232,33,167,"5,524"
"Caribbean Netherlands",6,," ",,6,0,,229,,357,"13,614"
"St. Barth",6,," ",,6,0,,607,,,
"Western Sahara",6,," ",,6,0,,10,,,
Anguilla,3,," ",,3,0,,200,,,
Lesotho,1,1," ",,,1,,0.5,,,
"Saint Pierre Miquelon",1,," ",,1,0,,173,,,
Total:,"720,883","19,351","23,259",408,"406,782","290,842","4,945",,,,
Total:,"1,569,886","25,450","95,467","2,277","384,152","1,090,267","17,524",,,,
Total:,"1,696,321","20,745","157,373","1,611","704,220","834,728","13,046",,,,
Total:,"355,291","19,667","19,025",917,"127,892","208,374","10,124",,,,
Total:,"73,973","2,991","2,507",100,"26,250","45,216",258,,,,
Total:,"8,581",16,119,1,"7,771",691,20,,,,
Total:,721,,15,,651,55,4,,,,
Total:,"4,425,656","88,220","297,765","5,314","1,657,718","2,470,173","45,921",567.8,38.2,,
"North America","1,574,057","4,171","95,841",374,"385,448","1,092,768","17,516",,,,
Europe,"1,715,155","18,834","158,343",970,"717,976","838,836","12,873",,,,
"South America","358,399","3,108","19,157",132,"127,918","211,324","10,124",,,,
Asia,"733,330","12,447","23,431",172,"412,088","297,811","4,978",,,,
Africa,"74,474",501,"2,512",5,"26,415","45,547",258,,,,
Oceania,"8,590",9,119,,"7,810",661,21,,,,
,721,,15,,651,55,4,,,,
World,"4,464,726","39,070","299,418","1,653","1,678,306","2,487,002","45,774",573,38.4,,
USA,"1,432,086","1,738","85,268 ",71,"310,383","1,036,435","16,337","4,327",258,"10,287,440","31,080"
Spain,"272,646","1,551","27,321 ",217,"186,480","58,845","1,376","5,831",584,"2,467,761","52,781"
Russia,"252,245","9,974","2,305 ",93,"53,530","196,410","2,300","1,728",16,"6,188,102","42,403"
UK,"233,151","3,446","33,614 ",428,N/A,"199,193","1,559","3,434",495,"2,219,281","32,691"
Italy,"222,104",,"31,106 ",,"112,541","78,457",893,"3,673",514,"2,735,628","45,246"
Brazil,"192,081","2,924","13,276 ",118,"78,424","100,381","8,318",904,62,"735,224","3,459"
France,"178,060",,"27,074 ",,"58,673","92,313","2,428","2,728",415,"1,384,633","21,213"
Germany,"174,098",,"7,861 ",,"150,300","15,937","1,465","2,078",94,"3,147,771","37,570"
Turkey,"143,114",,"3,952 ",,"101,715","37,447",998,"1,697",47,"1,474,003","17,477"
Iran,"114,533","1,808","6,854 ",71,"90,539","17,140","2,758","1,364",82,"643,772","7,665"
India,"78,810",755,"2,564 ",13,"26,675","49,571",,57,2,"1,947,041","1,411"
Peru,"76,306",,"2,169 ",,"24,324","49,813",806,"2,314",66,"553,302","16,781"
Canada,"72,278",,"5,302 ",,"35,164","31,812",502,"1,915",140,"1,169,380","30,983"
Belgium,"54,288",307,"8,903 ",60,"14,111","31,274",407,"4,684",768,"623,628","53,809"
"Saudi Arabia","46,869","2,039","283 ",10,"19,051","27,535",147,"1,346",8,"513,587","14,752"
Netherlands,"43,481",270,"5,590 ",28,N/A,"37,641",432,"2,538",326,"282,776","16,503"
Mexico,"40,186","1,862","4,220 ",294,"26,990","8,976",378,312,33,"142,204","1,103"
Pakistan,"35,788",490,"770 ",9,"9,695","25,323",111,162,3,"330,750","1,497"
Chile,"34,381",,"346 ",,"14,865","19,170",494,"1,799",18,"313,750","16,413"
Ecuador,"30,486",,"2,334 ",,"3,433","24,719",190,"1,728",132,"87,036","4,933"
Switzerland,"30,463",50,"1,870 ",,"27,100","1,493",79,"3,520",216,"328,163","37,918"
Sweden,"28,582",673,"3,529 ",69,"4,971","20,082",351,"2,830",349,"177,500","17,576"
Portugal,"28,319",187,"1,184 ",9,"3,198","23,937",108,"2,777",116,"582,341","57,111"
Qatar,"28,272","1,733","14 ",,"3,356","24,902",72,"9,813",5,"143,938","49,960"
Belarus,"26,772",947,"151 ",5,"8,168","18,453",92,"2,833",16,"308,156","32,611"
Singapore,"26,098",752,"21 ",,"4,809","21,268",19,"4,461",4,"224,262","38,333"
Ireland,"23,401",,"1,497 ",,"19,470","2,434",69,"4,739",303,"258,808","52,414"
UAE,"21,084",698,"208 ",2,"6,930","13,946",1,"2,132",21,"1,560,923","157,822"
Bangladesh,"18,863","1,041","283 ",14,"3,361","15,219",1,115,2,"151,930",923
Poland,"17,469",265,"869 ",8,"6,696","9,904",160,462,23,"554,357","14,647"
Ukraine,"16,847",422,"456 ",17,"4,143","12,248",222,385,10,"202,495","4,630"
Israel,"16,567",19,"264 ",,"12,364","3,939",62,"1,914",31,"485,922","56,140"
Romania,"16,247",245,"1,046 ",10,"9,053","6,148",225,845,54,"286,217","14,878"
Austria,"16,058",61,"626 ",2,"14,405","1,027",54,"1,783",70,"344,606","38,262"
Japan,"16,049",,"678 ",,"8,920","6,451",243,127,5,"223,667","1,768"
Indonesia,"16,006",568,"1,043 ",15,"3,518","11,445",,59,4,"173,690",635
Colombia,"12,930",,"509 ",,"3,133","9,288",130,254,10,"165,738","3,257"
"South Africa","12,074",,"219 ",,"4,745","7,110",119,204,4,"386,352","6,514"
Kuwait,"11,975",947,"88 ",6,"3,451","8,436",175,"2,804",21,"231,930","54,309"
Philippines,"11,876",258,"790 ",18,"2,337","8,749",77,108,7,"189,469","1,729"
"Dominican Republic","11,196",,"409 ",,"3,221","7,566",131,"1,032",38,"42,615","3,928"
"S. Korea","10,991",29,"260 ",1,"9,762",969,55,214,5,"711,484","13,877"
Denmark,"10,713",46,"537 ",4,"8,805","1,371",35,"1,850",93,"357,986","61,805"
Egypt,"10,431",,"556 ",,"2,486","7,389",41,102,5,"105,000","1,026"
Serbia,"10,374",79,"224 ",2,"4,084","6,066",22,"1,187",26,"162,797","18,632"
Panama,"8,944",161,"256 ",4,"6,067","2,621",87,"2,073",59,"45,873","10,632"
Czechia,"8,275",6,"290 ",,"5,058","2,927",42,773,27,"334,714","31,255"
Norway,"8,175",,"232 ",3,32,"7,911",23,"1,508",43,"208,874","38,529"
Australia,"6,989",9,"98 ",,"6,301",590,18,274,4,"943,480","36,999"
Argentina,"6,879",,"329 ",,"2,266","4,284",170,152,7,"90,474","2,002"
Malaysia,"6,819",40,"112 ",1,"5,351","1,356",16,211,3,"271,721","8,395"
Morocco,"6,593",81,"189 ",1,"3,222","3,182",1,179,5,"76,938","2,084"
Algeria,"6,253",,"522 ",,"3,058","2,673",22,143,12,"6,500",148
Finland,"6,145",91,"287 ",3,"4,300","1,558",33,"1,109",52,"137,000","24,726"
Bahrain,"5,816",,"10 ",,"2,205","3,601",6,"3,418",6,"205,570","120,812"
Afghanistan,"5,639",413,"136 ",4,691,"4,812",7,145,3,"19,732",507
Kazakhstan,"5,571",154,"32 ",,"2,408","3,131",31,297,2,"459,736","24,484"
Ghana,"5,408",,"24 ",,514,"4,870",5,174,0.8,"164,452","5,292"
Moldova,"5,406",,"185 ",,"2,176","3,045",251,"1,340",46,"20,447","5,069"
Nigeria,"4,971",,"164 ",,"1,070","3,737",7,24,0.8,"29,408",143
Oman,"4,341",322,"17 ",,"1,303","3,021",31,850,3,"61,000","11,945"
Luxembourg,"3,904",,"103 ",,"3,629",172,22,"6,237",165,"57,687","92,155"
Armenia,"3,860",142,"49 ",1,"1,572","2,239",10,"1,303",17,"36,016","12,154"
Hungary,"3,380",39,"436 ",6,"1,169","1,775",49,350,45,"123,258","12,759"
Bolivia,"3,148",184,"142 ",14,339,"2,667",3,270,12,"7,651",655
Iraq,"3,032",,"115 ",,"1,966",951,,75,3,"136,640","3,397"
Thailand,"3,018",1,"56 ",,"2,850",112,61,43,0.8,"286,008","4,098"
Cameroon,"2,800",,"136 ",,"1,543","1,121",28,105,5,,
Greece,"2,760",,"155 ",,"1,374","1,231",28,265,15,"112,042","10,749"
Azerbaijan,"2,758",,"35 ",,"1,789",934,30,272,3,"208,546","20,568"
Uzbekistan,"2,636",24,"11 ",,"2,136",489,8,79,0.3,"325,000","9,710"
Guinea,"2,374",,"14 ",,856,"1,504",,181,1,,
Honduras,"2,255",175,"123 ",2,237,"1,895",10,228,12,"5,653",571
Croatia,"2,221",8,"94 ",,"1,850",277,7,541,23,"50,340","12,262"
"Bosnia and Herzegovina","2,218",37,"122 ",2,"1,272",824,4,676,37,"45,810","13,963"
Senegal,"2,189",84,"23 ",2,842,"1,324",6,131,1,"24,599","1,469"
Bulgaria,"2,100",31,"99 ",3,531,"1,470",51,302,14,"61,711","8,881"
"Ivory Coast","1,912",,"24 ",,902,986,,72,0.9,"15,260",579
Sudan,"1,818",,"90 ",,198,"1,530",,41,2,,
Cuba,"1,810",,"79 ",,"1,326",405,7,160,7,"73,129","6,456"
Iceland,"1,802",,"10 ",,"1,780",12,,"5,281",29,"55,075","161,395"
Estonia,"1,758",7,"62 ",1,909,787,5,"1,325",47,"67,130","50,606"
"North Macedonia","1,723",29,"95 ",,"1,235",393,21,827,46,"20,088","9,642"
Lithuania,"1,511",6,"54 ",,934,523,17,555,20,"208,253","76,499"
"New Zealand","1,497",,"21 ",,"1,411",65,2,310,4,"209,613","43,468"
Slovakia,"1,477",8,"27 ",,"1,112",338,5,271,5,"131,910","24,161"
Slovenia,"1,464",1,"103 ",,267,"1,094",7,704,50,"66,678","32,073"
Guatemala,"1,342",143,"29  ",2,121,"1,192",5,75,2,"7,200",402
Djibouti,"1,268",,"3 ",,900,365,,"1,283",3,"16,424","16,623"
DRC,"1,242",73,"50 ",,157,"1,035",,14,0.6,,
Somalia,"1,219",,"52 ",,130,"1,037",2,77,3,,
Mayotte,"1,143",,"14 ",,627,502,6,"4,190",51,"4,800","17,594"
"El Salvador","1,112",75,"20 ",,405,687,19,171,3,"48,913","7,541"
Kyrgyzstan,"1,082",38,"12 ",,735,335,13,166,2,"59,490","9,118"
"Hong Kong","1,052",1,"4 ",,"1,009",39,1,140,0.5,"168,291","22,448"
Tunisia,"1,032",,"45 ",,759,228,5,87,4,"34,323","2,904"
Gabon,"1,004",,"9 ",,152,843,1,451,4,"5,530","2,485"
Latvia,962,11,"19 ",,627,316,2,510,10,"83,275","44,150"
Maldives,955,,"4 ",,40,911,2,"1,767",7,"11,775","21,784"
"Sri Lanka",916,23,"9 ",,445,462,1,43,0.4,"39,629","1,851"
Tajikistan,907,106,"29 ",6,,878,,95,3,,
Cyprus,905,,"17 ",,449,439,10,750,14,"80,284","66,496"
Albania,898,18,"31 ",,694,173,1,312,11,"11,239","3,905"
Lebanon,886,8,"26 ",,236,624,4,130,4,"56,385","8,261"
Niger,860,,"49 ",,658,153,,36,2,"5,691",235
Guinea-Bissau,836,,"3 ",,26,807,,425,2,"1,500",762
"Costa Rica",815,,"8 ",1,527,280,6,160,2,"18,040","3,541"
"Burkina Faso",773,,"51 ",,592,130,,37,2,,
Andorra,760,,"49 ",,576,135,3,"9,836",634,"1,673","21,653"
Mali,758,,"44 ",,412,302,,37,2,"2,498",123
Kenya,758,21,"42 ",2,284,432,1,14,0.8,"36,918",687
Paraguay,740,,"11 ",,182,547,,104,2,"17,589","2,466"
Uruguay,719,,"19 ",,545,155,8,207,5,"30,209","8,696"
"Diamond Princess",712,,"13 ",,651,48,4,,,,
Zambia,654,208,"7 ",,124,523,1,36,0.4,"15,487",842
Georgia,652,5,"12 ",1,383,257,6,163,3,"34,500","8,648"
"San Marino",648,5,"41 ",,172,435,1,"19,098","1,208","3,300","97,256"
Jordan,582,,"9 ",,392,181,5,57,0.9,"127,307","12,477"
"Channel Islands",548,,"43 ",,456,49,,"3,152",247,"5,342","30,725"
"Equatorial Guinea",522,,"6 ",,13,503,,372,4,854,609
Malta,522,14,"6 ",,443,73,1,"1,182",14,"45,967","104,105"
Tanzania,509,,"21 ",,183,305,7,9,0.4,,
Jamaica,509,2,"9 ",,113,387,,172,3,"7,552","2,550"
Venezuela,440,,"10 ",,220,210,2,15,0.4,"525,902","18,494"
Taiwan,440,,"7 ",,383,50,,18,0.3,"68,335","2,869"
Réunion,439,," ",,354,85,4,490,,"17,200","19,211"
"Sierra Leone",408,21,"26 ",,97,285,,51,3,,
Palestine,375,,"2 ",,310,63,,74,0.4,"43,566","8,540"
Chad,372,,"42 ",,78,252,,23,3,,
Congo,333,,"11 ",,53,269,,60,2,,
"Isle of Man",332,,"23 ",,274,35,20,"3,904",270,"3,912","46,006"
Mauritius,332,,"10 ",,322,0,,261,8,"69,773","54,863"
Benin,327,,"2 ",,83,242,,27,0.2,"25,471","2,101"
Montenegro,324,,"9 ",,309,6,2,516,14,"10,167","16,188"
"Cabo Verde",289,,"2 ",,61,226,,520,4,791,"1,423"
Vietnam,288,," ",,260,28,2,3,,"275,000","2,825"
Rwanda,287,," ",,164,123,,22,,"44,245","3,416"
Ethiopia,272,9,"5 ",,108,159,,2,0.04,"45,278",394
Nepal,246,3," ",,35,211,,8,,"81,685","2,803"
Haiti,234,15,"18 ",,17,199,,21,2,"1,408",123
"Sao Tome and Principe",220,,"6 ",,4,210,,"1,004",27,175,799
Togo,219,,"11 ",,96,112,,26,1,"11,374","1,374"
Liberia,213,,"20 ",,101,92,,42,4,,
Madagascar,212,," ",,107,105,1,8,,"5,670",205
"South Sudan",203,," ",,2,201,,18,,"1,247",111
Martinique,189,,"14 ",,91,84,2,504,37,,
Eswatini,187,,"2 ",,48,137,,161,2,"2,262","1,950"
"Faeroe Islands",187,," ",,187,0,,"3,827",,"8,638","176,780"
Myanmar,181,,"6 ",,79,96,,3,0.1,"12,061",222
Guadeloupe,155,,"13 ",,109,33,4,387,32,,
"French Guiana",153,,"1 ",,124,28,,512,3,,
Gibraltar,147,," ",,144,3,,"4,363",,"4,576","135,823"
CAR,143,," ",,10,133,,30,,"3,498",724
"Brunei ",141,,"1 ",,134,6,2,322,2,"16,523","37,769"
Uganda,139,," ",,55,84,,3,,"65,275","1,427"
Cambodia,122,," ",,121,1,1,7,,"14,461",865
Bermuda,121,,"8 ",,66,47,2,"1,943",128,"4,642","74,537"
"Trinidad and Tobago",116,,"8 ",,107,1,,83,6,"2,498","1,785"
Guyana,113,,"10 ",,41,62,3,144,13,"1,020","1,297"
Mozambique,107,3," ",,35,72,,3,,"4,740",152
Aruba,101,,"3 ",,91,7,4,946,28,"1,913","17,918"
Monaco,96,,"4 ",,87,5,1,"2,446",102,,
Bahamas,94,,"11 ",,41,42,1,239,28,"1,670","4,247"
"Cayman Islands",86,,"1 ",,54,31,3,"1,309",15,"4,893","74,450"
Barbados,85,,"7 ",,65,13,4,296,24,"3,323","11,563"
Liechtenstein,82,,"1 ",,55,26,,"2,151",26,900,"23,605"
"Sint Maarten",76,,"15 ",,46,15,7,"1,773",350,329,"7,673"
Yemen,70,,"12 ",,1,57,,2,0.4,120,4
Libya,64,,"3 ",,28,33,,9,0.4,"3,253",473
Malawi,63,,"3 ",,24,36,1,3,0.2,"1,363",71
Mongolia,61,19," ",,15,46,2,19,,"10,162","3,100"
"French Polynesia",60,," ",,58,2,1,214,,"3,096","11,021"
Syria,48,,"3 ",,29,16,,3,0.2,,
Angola,45,,"2 ",,14,29,,1,0.06,"3,000",91
Macao,45,," ",,43,2,1,69,,,
"Saint Martin",39,,"3 ",,30,6,1,"1,009",78,,
Eritrea,39,," ",,38,1,,11,,,
Zimbabwe,37,,"4 ",,12,21,,2,0.3,"20,537","1,382"
Nicaragua,25,,"8 ",,7,10,,4,1,,
"Antigua and Barbuda",25,,"3 ",,19,3,1,255,31,183,"1,869"
Botswana,24,,"1 ",,17,6,,10,0.4,"11,495","4,888"
Timor-Leste,24,," ",,21,3,,18,,738,560
Gambia,23,,"1 ",,10,12,,10,0.4,"1,341",555
Grenada,21,," ",,13,8,4,187,,"1,406","12,495"
Bhutan,19,8," ",,5,14,,25,,"12,932","16,760"
Laos,19,," ",,14,5,,3,,"4,092",562
Belize,18,,"2 ",,16,0,,45,5,"1,043","2,623"
Fiji,18,," ",,14,4,,20,,"1,300","1,450"
"New Caledonia",18,," ",,18,0,,63,,"5,454","19,103"
"Saint Lucia",18,," ",,18,0,,98,,727,"3,959"
"St. Vincent Grenadines",17,," ",,12,5,,153,,155,"1,397"
Mauritania,16,1,"2 ",,6,8,,3,0.4,"2,015",433
Curaçao,16,,"1 ",,14,1,,98,6,389,"2,371"
Dominica,16,," ",,15,1,,222,,420,"5,834"
Namibia,16,," ",,12,4,,6,,"2,011",791
Burundi,15,,"1 ",,7,7,,1,0.08,284,24
"Saint Kitts and Nevis",15,," ",,14,1,,282,,327,"6,147"
"Falkland Islands",13,," ",,13,0,,"3,736",,402,"115,517"
"Turks and Caicos",12,,"1 ",,10,1,,310,26,109,"2,815"
"Vatican City",12,," ",,2,10,,"14,981",,,
Comoros,11,,"1 ",,,10,,13,1,,
Montserrat,11,,"1 ",,8,2,1,"2,204",200,36,"7,212"
Greenland,11,," ",,11,0,,194,,"1,520","26,775"
Seychelles,11,," ",,10,1,,112,,,
Suriname,10,,"1 ",,9,0,,17,2,404,689
"MS Zaandam",9,,"2 ",,,7,,,,,
"Papua New Guinea",8,," ",,8,0,,0.9,,"2,402",268
"British Virgin Islands",7,,"1 ",,4,2,,232,33,167,"5,524"
"Caribbean Netherlands",6,," ",,6,0,,229,,357,"13,614"
"St. Barth",6,," ",,6,0,,607,,,
"Western Sahara",6,," ",,6,0,,10,,,
Anguilla,3,," ",,3,0,,200,,,
Lesotho,1,," ",,,1,,0.5,,,
"Saint Pierre Miquelon",1,," ",,1,0,,173,,,
China,"82,929",3,"4,633 ",,"78,195",101,9,58,3,,
Total:,"1,574,057","4,171","95,841",374,"385,448","1,092,768","17,516",,,,
Total:,"1,715,155","18,834","158,343",970,"717,976","838,836","12,873",,,,
Total:,"358,399","3,108","19,157",132,"127,918","211,324","10,124",,,,
Total:,"733,330","12,447","23,431",172,"412,088","297,811","4,978",,,,
Total:,"74,474",501,"2,512",5,"26,415","45,547",258,,,,
Total:,"8,590",9,119,,"7,810",661,21,,,,
Total:,721,,15,,651,55,4,,,,
Total:,"4,464,726","39,070","299,418","1,653","1,678,306","2,487,002","45,774",572.8,38.4,,
Asia,"720,883","19,351","23,259",408,"406,782","290,842","4,945",,,,
"North America","1,569,886","25,450","95,467","2,277","384,152","1,090,267","17,524",,,,
Europe,"1,696,321","20,745","157,373","1,611","704,220","834,728","13,046",,,,
"South America","355,291","19,667","19,025",917,"127,892","208,374","10,124",,,,
Africa,"73,973","2,991","2,507",100,"26,250","45,216",258,,,,
Oceania,"8,581",16,119,1,"7,771",691,20,,,,
,721,,15,,651,55,4,,,,
World,"4,425,656","88,220","297,765","5,314","1,657,718","2,470,173","45,921",568,38.2,,
China,"82,926",7,"4,633 ",,"78,189",104,10,58,3,,
USA,"1,430,348","21,712","85,197 ","1,772","310,259","1,034,892","16,349","4,321",257,"10,269,996","31,027"
Spain,"271,095","1,575","27,104 ",184,"183,227","60,764","1,534","5,798",580,"2,467,761","52,781"
Russia,"242,271","10,028","2,212 ",96,"48,003","192,056","2,300","1,660",15,"5,982,558","40,995"
UK,"229,705","3,242","33,186 ",494,N/A,"196,175","1,559","3,384",489,"2,094,209","30,849"
Italy,"222,104",888,"31,106 ",195,"112,541","78,457",893,"3,673",514,"2,735,628","45,246"
Brazil,"189,157","11,555","13,158 ",754,"78,424","97,575","8,318",890,62,"735,224","3,459"
France,"178,060",,"27,074 ",83,"58,673","92,313","2,428","2,728",415,"1,384,633","21,213"
Germany,"174,098",927,"7,861 ",123,"148,700","17,537","1,465","2,078",94,"3,147,771","37,570"
Turkey,"143,114","1,639","3,952 ",58,"101,715","37,447",998,"1,697",47,"1,474,003","17,477"
Iran,"112,725","1,958","6,783 ",50,"89,428","16,514","2,735","1,342",81,"629,534","7,495"
India,"78,055","3,763","2,551 ",136,"26,400","49,104",,57,2,"1,854,250","1,344"
Peru,"76,306","4,247","2,169 ",112,"24,324","49,813",806,"2,314",66,"553,302","16,781"
Canada,"72,278","1,121","5,302 ",133,"35,164","31,812",502,"1,915",140,"1,169,380","30,983"
Belgium,"53,981",202,"8,843 ",82,"13,937","31,201",420,"4,658",763,"605,237","52,222"
"Saudi Arabia","44,830","1,905","273 ",9,"17,622","26,935",147,"1,288",8,"496,948","14,274"
Netherlands,"43,211",227,"5,562 ",52,N/A,"37,399",432,"2,522",325,"275,720","16,091"
Mexico,"38,324","1,997","3,926 ",353,"25,935","8,463",378,297,30,"142,204","1,103"
Pakistan,"35,298","2,624","761 ",37,"8,899","25,638",111,160,3,"317,699","1,438"
Chile,"34,381","2,660","346 ",11,"14,865","19,170",494,"1,799",18,"313,750","16,413"
Ecuador,"30,486",67,"2,334 ",7,"3,433","24,719",190,"1,728",132,"87,036","4,933"
Switzerland,"30,413",33,"1,870 ",3,"27,100","1,443",79,"3,514",216,"322,084","37,215"
Portugal,"28,132",219,"1,175 ",12,"3,182","23,775",103,"2,759",115,"566,172","55,525"
Sweden,"27,909",637,"3,460 ",147,"4,971","19,478",351,"2,763",343,"177,500","17,576"
Qatar,"26,539","1,390","14 ",,"3,143","23,382",72,"9,212",5,"139,127","48,290"
Belarus,"25,825",952,"146 ",4,"7,711","17,968",92,"2,733",15,"296,380","31,365"
Singapore,"25,346",675,"21 ",,"4,809","20,516",19,"4,332",4,"224,262","38,333"
Ireland,"23,401",159,"1,497 ",9,"19,470","2,434",69,"4,739",303,"258,808","52,414"
UAE,"20,386",725,"206 ",3,"6,523","13,657",1,"2,061",21,"1,500,000","151,662"
Bangladesh,"17,822","1,162","269 ",19,"3,361","14,192",1,108,2,"144,538",878
Poland,"17,204",283,"861 ",22,"6,410","9,933",160,455,23,"528,122","13,954"
Israel,"16,548",19,"264 ",4,"12,232","4,052",61,"1,912",31,"477,151","55,127"
Ukraine,"16,425",402,"439 ",14,"3,716","12,270",218,376,10,"192,247","4,396"
Japan,"16,049",81,"678 ",21,"8,920","6,451",243,127,5,"223,667","1,768"
Romania,"16,002",224,"1,036 ",34,"7,961","7,005",228,832,54,"277,804","14,441"
Austria,"15,997",36,"624 ",1,"14,304","1,069",55,"1,776",69,"336,252","37,335"
